,Jugador,POS,Equipo,Cotización,CG,AcG,PrG,CT,AcT,PrT,GT,GJ,GC,TL,GP,GV,GO,GR,GE,VF,VI,TA,TR,PE,PA,Fecha,Puntaje
18409,"Guch, Facundo",VOL,Newell's,$ 400.000,8,60,"7,50",8,60,"7,50",2,2,0,0,0,0,0,,0,2,,1,0,0,,18,
18410,"Iñíguez, Gaspar",VOL,Newell's,$ 700.000,2,10,"5,00",2,10,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18411,"Maroni, Gonzalo",VOL,Newell's,$ 3.000.000,8,38,"4,75",11,56,"5,09",1,1,0,0,0,0,0,,0,1,,4,1,0,,18,
18412,"Montenegro, Lisandro",VOL,Newell's,$ 700.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18413,"Regiardo, Luca",VOL,Newell's,$ 300.000,9,29,"3,22",10,34,"3,40",0,0,0,0,0,0,0,,0,0,,5,1,0,,18,
18414,"Sotelo, David",VOL,Newell's,$ 300.000,3,12,"4,00",5,22,"4,40",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18415,"Benedetto, Darío",DEL,Newell's,$ 5.200.000,6,20,"3,33",6,20,"3,33",0,0,0,0,0,0,0,,0,0,,1,0,1,,18,
18416,"Chiaverano, Giovani",DEL,Newell's,$ 300.000,5,24,"4,80",8,40,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18417,"Colmán, Josué",DEL,Newell's,$ 1.100.000,2,9,"4,50",2,9,"4,50",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18418,"García, Juan Manuel",DEL,Newell's,$ 2.500.000,2,10,"5,00",2,10,"5,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18419,"Gigena, Thiago",DEL,Newell's,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18420,"González, Carlos",DEL,Newell's,$ 1.700.000,10,68,"6,80",13,89,"6,85",3,2,1,0,0,2,0,,0,1,,0,0,0,,18,
18421,"Herrera, Luciano",DEL,Newell's,$ 1.000.000,8,56,"7,00",11,71,"6,45",2,2,0,0,0,2,0,,0,0,,1,0,0,,18,
18422,"Liberato, Ignacio",DEL,Newell's,$ 300.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18423,"Navarro, Alejo",DEL,Newell's,$ 300.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18424,"Orozco, Franco",DEL,Newell's,$ 1.200.000,6,27,"4,50",7,30,"4,29",0,0,0,0,0,0,0,,0,0,,2,0,0,,18,
18425,"Rossi, Genaro",DEL,Newell's,$ 700.000,2,9,"4,50",2,9,"4,50",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18426,"Russo, Jerónimo",DEL,Newell's,$ 300.000,2,11,"5,50",2,11,"5,50",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18427,"Scarpeccio, Francisco",DEL,Newell's,$ 300.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18428,Estadísticas totales de Newell's:,,,$ 55.900.000,166,842,"5,07",204,1073,"5,26",13,10,2,1,0,6,1,22,0,6,24,42,4,1,0,18,
18429,"Cozzani, Juan Pablo",ARQ,Platense,$ 3.100.000,2,7,"3,50",5,29,"5,80",0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,18,
18430,"Desábato, Andrés",ARQ,Platense,$ 900.000,5,21,"4,20",5,21,"4,20",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,18,
18431,"Losas, Federico",ARQ,Platense,$ 800.000,5,17,"3,40",5,17,"3,40",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,18,
18432,"Barros Schelotto, Bautista",DEF,Platense,$ 1.300.000,4,19,"4,75",4,19,"4,75",0,0,0,0,0,0,0,,0,0,2,1,0,0,,18,
18433,"Bay, Jonathan",DEF,Platense,$ 2.000.000,,,,,,,,,,,,,,,,,,,,,,18,
18434,"Elizalde, Edgar",DEF,Platense,$ 1.500.000,4,20,"5,00",4,20,"5,00",0,0,0,0,0,0,0,,0,0,2,1,0,0,,18,
18435,"Goñi, Gonzalo",DEF,Platense,$ 1.000.000,3,13,"4,33",4,17,"4,25",0,0,0,0,0,0,0,,0,0,0,1,0,0,,18,
18436,"Ingenthron, Celías",DEF,Platense,$ 300.000,3,19,"6,33",3,19,"6,33",0,0,0,0,0,0,0,,0,0,2,0,0,0,,18,
18437,"Lozano, Raúl",DEF,Platense,$ 2.400.000,5,20,"4,00",7,35,"5,00",0,0,0,0,0,0,0,,0,0,3,0,1,0,,18,
18438,"Saborido, Juan Ignacio",DEF,Platense,$ 1.900.000,12,57,"4,75",15,76,"5,07",0,0,0,0,0,0,0,,0,0,3,3,0,0,,18,
18439,"Salomón, Oscar",DEF,Platense,$ 2.100.000,12,64,"5,33",15,87,"5,80",1,1,0,0,0,0,0,,0,1,2,3,0,0,,18,
18440,"Silva, Tomás",DEF,Platense,$ 600.000,5,24,"4,80",7,31,"4,43",0,0,0,0,0,0,0,,0,0,2,1,1,0,,18,
18441,"Vázquez, Ignacio",DEF,Platense,$ 4.200.000,7,32,"4,57",10,50,"5,00",0,0,0,0,0,0,0,,0,0,3,3,1,0,,18,
18442,"Baldassarra, Franco",VOL,Platense,$ 800.000,9,51,"5,67",11,61,"5,55",1,1,0,0,0,0,0,,0,0,,2,0,0,,18,
18443,"Bussio, Felipe",VOL,Platense,$ 300.000,,,,,,,0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18444,"Herrera, Rodrigo",VOL,Platense,$ 1.000.000,9,45,"5,00",9,45,"5,00",0,0,0,0,0,0,0,,0,0,,2,0,0,,18,
18445,"Luna Diale, Mauro",VOL,Platense,$ 2.000.000,7,34,"4,86",7,34,"4,86",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18446,"Mainero, Guido",VOL,Platense,$ 3.900.000,12,63,"5,25",15,76,"5,07",0,0,0,0,0,0,0,,0,0,,4,0,0,,18,
18447,"Minerva, Franco",VOL,Platense,$ 300.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18448,"Picco, Leonel",VOL,Platense,$ 4.200.000,8,37,"4,63",11,52,"4,73",0,0,0,0,0,0,0,,0,0,,3,0,0,,18,
18449,"Portillo, Marcos",VOL,Platense,$ 1.200.000,3,13,"4,33",4,12,"3,00",0,0,0,0,0,0,0,,0,0,,1,1,0,,18,
18450,"Roldán, Enzo",VOL,Platense,$ 1.200.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18451,"Schor, Ignacio",VOL,Platense,$ 2.000.000,9,58,"6,44",9,58,"6,44",1,1,0,0,0,1,0,,0,0,,1,0,0,,18,
18452,"Taborda, Vicente",VOL,Platense,$ 3.500.000,2,11,"5,50",3,17,"5,67",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18453,"Toloza, Santiago",VOL,Platense,$ 2.000.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18454,"Zapiola, Franco",VOL,Platense,$ 1.700.000,9,47,"5,22",12,64,"5,33",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18455,"Bosch, Benjamín",DEL,Platense,$ 900.000,,,,,,,,,,,,,,,,,,,,,,18,
18456,"Goicochea, Juan Pablo",DEL,Platense,$ 500.000,,,,,,,,,,,,,,,,,,,,,,18,
18457,"Lotti, Augusto",DEL,Platense,$ 2.500.000,5,21,"4,20",6,26,"4,33",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18458,"Márquez, Rodrigo",DEL,Platense,$ 1.300.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18459,"Martínez, Ronaldo",DEL,Platense,$ 3.600.000,10,111,"11,10",13,134,"10,31",8,4,3,1,0,4,0,,0,4,,0,0,0,,18,
18460,"Orsini, Nicolás",DEL,Platense,$ 3.000.000,3,12,"4,00",6,26,"4,33",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18461,"Rodríguez, Maximiliano",DEL,Platense,$ 800.000,4,19,"4,75",4,19,"4,75",1,0,1,0,0,0,0,,0,0,,0,0,0,,18,
18462,"Tucker, Manuel",DEL,Platense,$ 500.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18463,Estadísticas totales de Platense:,,,$ 59.300.000,161,855,"5,31",198,1065,"5,38",12,7,4,1,0,5,0,22,0,5,21,30,4,0,0,18,
18464,"Arias, Gabriel",ARQ,Racing,$ 5.100.000,4,3,"0,75",6,18,"3,00",0,0,0,0,0,0,0,11,0,0,1,1,0,0,0,18,
18465,"Cambeses, Facundo",ARQ,Racing,$ 3.200.000,8,93,"11,63",9,96,"10,67",0,0,0,0,0,0,0,2,0,4,8,0,0,0,0,18,
18466,"De Bellis, Thiago",ARQ,Racing,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18467,"Gómez, Francisco",ARQ,Racing,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18468,"Colombo, Nazareno",DEF,Racing,$ 3.000.000,8,63,"7,88",9,66,"7,33",1,1,0,0,0,0,0,,0,1,6,2,0,0,,18,
18469,"Di Césare, Marco",DEF,Racing,$ 3.600.000,8,46,"5,75",10,56,"5,60",0,0,0,0,0,0,0,,0,0,6,3,0,0,,18,
18470,"Escudero, Gonzalo",DEF,Racing,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18471,"García Basso, Agustín",DEF,Racing,$ 2.000.000,9,54,"6,00",12,67,"5,58",0,0,0,0,0,0,0,,0,0,6,2,0,0,,18,
18472,"Martirena, Gastón",DEF,Racing,$ 5.100.000,8,46,"5,75",11,58,"5,27",0,0,0,0,0,0,0,,0,0,6,1,0,0,,18,
18473,"Mura, Facundo",DEF,Racing,$ 3.000.000,8,56,"7,00",9,62,"6,89",1,1,0,0,0,0,0,,0,0,5,1,0,0,,18,
18474,"Pardo, Franco",DEF,Racing,$ 3.000.000,5,29,"5,80",7,40,"5,71",0,0,0,0,0,0,0,,0,0,6,1,1,0,,18,
18475,"Quirós, Santiago",DEF,Racing,$ 600.000,2,14,"7,00",2,14,"7,00",0,0,0,0,0,0,0,,0,0,2,0,0,0,,18,
18476,"Rojas, Gabriel",DEF,Racing,$ 3.400.000,6,35,"5,83",9,50,"5,56",0,0,0,0,0,0,0,,0,0,5,2,0,0,,18,
18477,"Rojo, Marcos",DEF,Racing,$ 4.000.000,3,22,"7,33",3,22,"7,33",0,0,0,0,0,0,0,,0,0,3,0,0,0,,18,
18478,"Almendra, Agustín",VOL,Racing,$ 4.000.000,6,30,"5,00",7,32,"4,57",0,0,0,0,0,0,0,,0,0,,3,0,0,,18,
18479,"Barrios, Martín",VOL,Racing,$ 1.300.000,4,19,"4,75",4,19,"4,75",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18480,"Fernández, Adrián",VOL,Racing,$ 2.800.000,2,9,"4,50",2,9,"4,50",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18481,"Forneris, Alan",VOL,Racing,$ 1.800.000,4,20,"5,00",4,20,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18482,"González, David",VOL,Racing,$ 600.000,,,,,,,,,,,,,,,,,,,,,,18,
18483,"Nardoni, Juan Ignacio",VOL,Racing,$ 5.500.000,4,15,"3,75",7,37,"5,29",0,0,0,0,0,0,0,,0,1,,2,0,0,,18,
18484,"Reyna, Gonzalo",VOL,Racing,$ 500.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18485,"Rodríguez, Ignacio",VOL,Racing,$ 300.000,8,35,"4,38",8,35,"4,38",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18486,"Sánchez, Richard",VOL,Racing,$ 3.800.000,3,15,"5,00",4,18,"4,50",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18487,"Sosa, Santiago",VOL,Racing,$ 5.000.000,5,26,"5,20",8,41,"5,13",0,0,0,0,0,0,0,,0,0,,2,0,0,,18,
18488,"Vera, Santino",VOL,Racing,$ 500.000,,,,,,,,,,,,,,,,,,,,,,18,
18489,"Vitale, Ramiro",VOL,Racing,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18490,"Zaracho, Matías",VOL,Racing,$ 4.900.000,4,25,"6,25",4,25,"6,25",1,1,0,0,0,1,0,,0,0,,2,0,0,,18,
18491,"Zuculini, Bruno",VOL,Racing,$ 3.500.000,10,67,"6,70",13,80,"6,15",2,1,1,0,0,2,0,,0,1,,4,0,0,,18,
18492,"Balboa, Adrián",DEL,Racing,$ 3.000.000,9,52,"5,78",10,57,"5,70",2,2,0,0,0,1,0,,0,0,,1,0,0,,18,
18493,"Conechny, Tomás",DEL,Racing,$ 3.900.000,9,40,"4,44",10,45,"4,50",1,1,0,0,0,1,0,,0,0,,5,0,0,,18,
18494,"Degregorio, Ramiro",DEL,Racing,$ 300.000,2,9,"4,50",3,13,"4,33",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18495,"Martínez, Adrián",DEL,Racing,$ 7.000.000,8,36,"4,50",11,48,"4,36",1,1,0,0,0,0,0,,0,0,,3,0,0,,18,
18496,"Solari, Santiago",DEL,Racing,$ 2.900.000,6,38,"6,33",8,47,"5,88",2,2,0,0,0,1,0,,0,0,,2,0,0,,18,
18497,"Torres, Elías",DEL,Racing,$ 1.700.000,3,15,"5,00",4,20,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18498,"Vergara, Duván",DEL,Racing,$ 4.800.000,11,58,"5,27",14,81,"5,79",3,3,0,0,0,2,0,,0,0,,2,0,0,,18,
18499,"Vietto, Luciano",DEL,Racing,$ 5.000.000,5,32,"6,40",5,32,"6,40",1,0,0,0,1,0,0,,0,1,,0,0,0,,18,
18500,Estadísticas totales de Racing:,,,$ 100.300.000,172,1002,"5,83",213,1208,"5,67",15,13,1,0,1,8,0,13,0,8,54,41,1,0,0,18,
18501,"Armani, Franco",ARQ,River,$ 6.400.000,10,48,"4,80",13,72,"5,54",0,0,0,0,0,0,0,11,0,1,5,3,0,0,0,18,
18502,"Beltrán, Santiago",ARQ,River,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18503,"Ledesma, Jeremías",ARQ,River,$ 4.600.000,2,5,"2,50",2,5,"2,50",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,
18504,"Acuña, Marcos",DEF,River,$ 5.300.000,7,31,"4,43",10,52,"5,20",0,0,0,0,0,0,0,,0,0,4,5,0,0,,18,
18505,"Boselli, Sebastián",DEF,River,$ 3.600.000,3,17,"5,67",3,17,"5,67",0,0,0,0,0,0,0,,0,0,2,0,0,0,,18,
18506,"Bustos, Fabricio",DEF,River,$ 4.300.000,7,30,"4,29",7,30,"4,29",0,0,0,0,0,0,0,,0,0,1,1,0,0,,18,
18507,"Casco, Milton",DEF,River,$ 2.900.000,7,34,"4,86",8,42,"5,25",0,0,0,0,0,0,0,,0,0,3,2,0,0,,18,
18508,"Díaz, Paulo",DEF,River,$ 6.000.000,5,23,"4,60",8,41,"5,13",0,0,0,0,0,0,0,,0,0,4,3,0,0,,18,
18509,"Gattoni, Federico",DEF,River,$ 2.500.000,,,,,,,,,,,,,,,,,,,,,,18,
18510,"Giménez, Ulises",DEF,River,$ 500.000,,,,,,,,,,,,,,,,,,,,,,18,
18511,"Martínez Quarta, Lucas",DEF,River,$ 6.000.000,8,32,"4,00",11,49,"4,45",0,0,0,0,0,0,0,,0,0,5,5,1,0,,18,
18512,"Montiel, Gonzalo",DEF,River,$ 6.200.000,5,52,"10,40",8,70,"8,75",2,2,0,0,0,2,0,,0,1,4,3,0,0,,18,
18513,"Pezzella, Germán",DEF,River,$ 4.000.000,1,6,"6,00",1,6,"6,00",0,0,0,0,0,0,0,,0,0,3,0,0,0,,18,
18514,"Portillo, Juan Carlos",DEF,River,$ 3.700.000,10,45,"4,50",10,45,"4,50",0,0,0,0,0,0,0,,0,0,2,1,1,0,,18,
18515,"Rivero, Lautaro",DEF,River,$ 800.000,9,49,"5,44",9,49,"5,44",0,0,0,0,0,0,0,,0,1,2,4,0,0,,18,
18516,"Acosta, Thiago",VOL,River,$ 500.000,2,10,"5,00",2,10,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18517,"Castaño, Kevin",VOL,River,$ 6.200.000,10,37,"3,70",13,51,"3,92",0,0,0,0,0,0,0,,0,0,,3,0,0,,18,
18518,"Costantini, Giorgio",VOL,River,$ 800.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18519,"De La Cuesta, Agustín",VOL,River,$ 500.000,1,6,"6,00",1,6,"6,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18520,"Fernández, Ignacio",VOL,River,$ 4.000.000,5,39,"7,80",6,45,"7,50",1,1,0,0,0,1,0,,0,1,,0,0,0,,18,
18521,"Galarza Fonda, Matías",VOL,River,$ 1.000.000,8,32,"4,00",9,35,"3,89",0,0,0,0,0,0,0,,0,0,,4,0,0,,18,
18522,"Galoppo, Giuliano",VOL,River,$ 3.900.000,9,76,"8,44",10,90,"9,00",5,3,2,0,0,2,0,,0,1,,2,0,0,,18,
18523,"Jaime, Leonel",VOL,River,$ 500.000,2,7,"3,50",2,7,"3,50",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18524,"Lencina, Santiago",VOL,River,$ 500.000,9,49,"5,44",12,86,"7,17",3,3,0,0,0,2,0,,0,1,,2,0,0,,18,
18525,"Martínez, Gonzalo",VOL,River,$ 5.000.000,1,5,"5,00",3,12,"4,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18526,"Meza, Juan Cruz",VOL,River,$ 400.000,4,20,"5,00",6,31,"5,17",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18527,"Meza, Maximiliano",VOL,River,$ 4.900.000,3,22,"7,33",3,22,"7,33",1,1,0,0,0,1,0,,0,0,,0,0,0,,18,
18528,"Pérez, Enzo",VOL,River,$ 4.500.000,2,10,"5,00",5,26,"5,20",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18529,"Quintero, Juan Fernando",VOL,River,$ 6.200.000,10,52,"5,20",11,58,"5,27",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18530,"Borja, Miguel Ángel",DEL,River,$ 6.000.000,9,31,"3,44",10,33,"3,30",2,2,0,0,0,1,0,,0,0,,3,0,1,,18,
18531,"Colidio, Facundo",DEL,River,$ 6.400.000,6,29,"4,83",9,57,"6,33",2,2,0,0,0,1,0,,0,0,,2,0,0,,18,
18532,"Dadín, Juan Bautista",DEL,River,$ 600.000,2,11,"5,50",2,11,"5,50",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18533,"Driussi, Sebastián",DEL,River,$ 6.900.000,6,38,"6,33",6,38,"6,33",2,2,0,0,0,0,0,,0,0,,0,0,0,,18,
18534,"Ruberto, Agustín",DEL,River,$ 2.000.000,,,,,,,,,,,,,,,,,,,,,,18,
18535,"Salas, Maximiliano",DEL,River,$ 5.800.000,8,40,"5,00",10,63,"6,30",2,2,0,0,0,0,0,,0,2,,2,1,0,,18,
18536,"Subiabre, Ian",DEL,River,$ 1.000.000,2,9,"4,50",3,12,"4,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18537,Estadísticas totales de River:,,,$ 124.700.000,173,895,"5,17",213,1171,"5,50",20,18,2,0,0,10,0,15,0,8,35,49,3,1,0,18,
18538,"Broun, Jorge",ARQ,Rosario Ctral.,$ 3.800.000,11,70,"6,36",14,94,"6,71",0,0,0,0,0,0,0,7,0,0,7,1,0,0,0,18,
18539,"Fernández, Damián",ARQ,Rosario Ctral.,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18540,"Werner, Axel",ARQ,Rosario Ctral.,$ 1.800.000,1,9,"9,00",1,9,"9,00",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,
18541,"Coronel, Emanuel",DEF,Rosario Ctral.,$ 1.800.000,12,66,"5,50",13,73,"5,62",0,0,0,0,0,0,0,,0,0,7,4,0,0,,18,
18542,"Elordi, Juan Manuel",DEF,Rosario Ctral.,$ 1.100.000,1,8,"8,00",2,15,"7,50",0,0,0,0,0,0,0,,0,0,3,1,0,0,,18,
18543,"Giménez, Enzo",DEF,Rosario Ctral.,$ 900.000,5,38,"7,60",8,58,"7,25",1,0,1,0,0,1,0,,0,0,8,0,0,0,,18,
18544,"Giménez, Juan",DEF,Rosario Ctral.,$ 600.000,1,8,"8,00",2,15,"7,50",0,0,0,0,0,0,0,,0,0,3,0,0,0,,18,
18545,"Komar, Juan Cruz",DEF,Rosario Ctral.,$ 2.500.000,11,69,"6,27",13,85,"6,54",0,0,0,0,0,0,0,,0,0,8,1,0,0,,18,
18546,"Mallo, Facundo",DEF,Rosario Ctral.,$ 3.300.000,7,43,"6,14",8,47,"5,88",0,0,0,0,0,0,0,,0,0,5,3,0,0,,18,
18547,"Ovando, Ignacio",DEF,Rosario Ctral.,$ 300.000,1,19,"19,00",1,19,"19,00",1,0,1,0,0,1,0,,0,0,3,0,0,0,,18,
18548,"Quintana, Carlos",DEF,Rosario Ctral.,$ 4.000.000,6,34,"5,67",9,53,"5,89",0,0,0,0,0,0,0,,0,0,6,3,0,0,,18,
18549,"Raffin, Luca",DEF,Rosario Ctral.,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18550,"Sández, Agustín",DEF,Rosario Ctral.,$ 2.000.000,12,71,"5,92",15,90,"6,00",0,0,0,0,0,0,0,,0,0,9,4,0,0,,18,
18551,"Cantizano, Giovanni",VOL,Rosario Ctral.,$ 300.000,1,5,"5,00",3,14,"4,67",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18552,"Di María, Ángel",VOL,Rosario Ctral.,$ 7.000.000,12,136,"11,33",15,160,"10,67",7,1,0,2,4,4,1,,0,7,,4,0,0,,18,
18553,"Duarte, Gaspar",VOL,Rosario Ctral.,$ 700.000,5,25,"5,00",6,31,"5,17",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18554,"Gutiérrez, Kevin",VOL,Rosario Ctral.,$ 300.000,,,,1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18555,"Ibarra, Franco",VOL,Rosario Ctral.,$ 2.500.000,11,65,"5,91",13,74,"5,69",1,1,0,0,0,0,0,,0,0,,4,0,0,,18,
18556,"Lo Celso, Francesco",VOL,Rosario Ctral.,$ 900.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18557,"Malcorra, Ignacio",VOL,Rosario Ctral.,$ 5.200.000,12,90,"7,50",14,101,"7,21",3,2,0,0,1,2,0,,0,0,,3,0,0,,18,
18558,"Navarro, Federico",VOL,Rosario Ctral.,$ 4.400.000,4,19,"4,75",7,46,"6,57",0,0,0,0,0,0,0,,0,2,,1,0,0,,18,
18559,"O'Connor, Tomás",VOL,Rosario Ctral.,$ 1.400.000,1,5,"5,00",2,10,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18560,"Segovia, Santiago",VOL,Rosario Ctral.,$ 300.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18561,"Serra, Mateo",VOL,Rosario Ctral.,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18562,"Bonesso, Cristian",DEL,Rosario Ctral.,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18563,"Campaz, Jaminton",DEL,Rosario Ctral.,$ 5.300.000,11,65,"5,91",13,77,"5,92",0,0,0,0,0,0,0,,0,1,,1,0,0,,18,
18564,"Copetti, Enzo",DEL,Rosario Ctral.,$ 4.400.000,5,27,"5,40",7,36,"5,14",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18565,"López, Santiago",DEL,Rosario Ctral.,$ 1.200.000,4,20,"5,00",5,24,"4,80",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18566,"Lovera, Maximiliano",DEL,Rosario Ctral.,$ 2.300.000,,,,1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18567,"Módica, Agustín",DEL,Rosario Ctral.,$ 500.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18568,"Oviedo, Fabricio",DEL,Rosario Ctral.,$ 500.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18569,"Veliz, Alejo",DEL,Rosario Ctral.,$ 6.000.000,12,96,"8,00",15,110,"7,33",5,2,3,0,0,2,0,,0,1,,4,0,0,,18,
18570,"Zanotti, Milton",DEL,Rosario Ctral.,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18571,Estadísticas totales de Rosario Central:,,,$ 66.800.000,146,988,"6,77",188,1251,"6,65",18,6,5,2,5,10,1,7,0,11,61,37,0,0,0,18,
18572,"Altamirano, Facundo",ARQ,San Lorenzo,$ 3.300.000,1,3,"3,00",1,3,"3,00",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,
18573,"Gill, Orlando",ARQ,San Lorenzo,$ 4.000.000,11,67,"6,09",14,88,"6,29",0,0,0,0,0,0,0,9,0,0,8,2,0,0,0,18,
18574,"Arias, Nahuel",DEF,San Lorenzo,$ 800.000,,,,,,,,,,,,,,,,,,,,,,18,
18575,"Báez, Elías",DEF,San Lorenzo,$ 300.000,12,85,"7,08",15,107,"7,13",1,0,1,0,0,1,0,,0,0,8,2,0,0,,18,
18576,"Córdoba, Alejo",DEF,San Lorenzo,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18577,"Domínguez, Nery",DEF,San Lorenzo,$ 3.000.000,,,,,,,,,,,,,,,,,,,,,,18,
18578,"Hernández, Gastón",DEF,San Lorenzo,$ 2.500.000,9,74,"8,22",12,96,"8,00",1,1,0,0,0,0,0,,0,2,6,2,0,0,,18,
18579,"Herrera, Daniel",DEF,San Lorenzo,$ 300.000,5,30,"6,00",5,30,"6,00",0,0,0,0,0,0,0,,0,0,7,2,0,0,,18,
18580,"Herrera, Ezequiel",DEF,San Lorenzo,$ 1.100.000,5,33,"6,60",8,50,"6,25",0,0,0,0,0,0,0,,0,0,9,4,0,0,,18,
18581,"López, Fabricio",DEF,San Lorenzo,$ 500.000,10,58,"5,80",10,58,"5,80",0,0,0,0,0,0,0,,0,0,6,3,0,0,,18,
18582,"Pedroza, Ramiro",DEF,San Lorenzo,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18583,"Rodríguez Pagano, Teo",DEF,San Lorenzo,$ 500.000,,,,,,,0,0,0,0,0,0,0,,0,0,3,0,0,0,,18,
18584,"Romaña, Jhohan",DEF,San Lorenzo,$ 3.500.000,12,81,"6,75",15,102,"6,80",0,0,0,0,0,0,0,,0,1,8,4,0,0,,18,
18585,"Tripichio, Nicolás",DEF,San Lorenzo,$ 2.800.000,12,86,"7,17",15,107,"7,13",1,0,1,0,0,1,0,,1,1,8,2,0,0,,18,
18586,"Zelaya, Maximiliano",DEF,San Lorenzo,$ 400.000,,,,,,,,,,,,,,,,,,,,,,18,
18587,"Cecchini, Emanuel",VOL,San Lorenzo,$ 2.000.000,,,,,,,0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18588,"Escalante, Valentín",VOL,San Lorenzo,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18589,"Gulli, Facundo",VOL,San Lorenzo,$ 300.000,8,53,"6,63",8,53,"6,63",1,1,0,0,0,1,0,,0,0,,0,0,0,,18,
